Date,Day,Arrivals,Departures
Mar 26 2019 21:00:00,Tue,16,24
Mar 26 2019 22:00:00,Tue,33,20
Mar 26 2019 23:00:00,Tue,20,13
Apr 02 2019 08:00:00,Tue,14,37
Apr 02 2019 09:00:00,Tue,21,30
Apr 02 2019 10:00:00,Tue,14,32
Apr 02 2019 11:00:00,Tue,29,22
Apr 02 2019 12:00:00,Tue,15,22
Apr 02 2019 13:00:00,Tue,27,31
Apr 02 2019 14:00:00,Tue,33,26
Apr 02 2019 15:00:00,Tue,19,27
Apr 09 2019 08:00:00,Tue,16,35
Apr 09 2019 09:00:00,Tue,16,30
Apr 09 2019 10:00:00,Tue,14,31
Apr 09 2019 11:00:00,Tue,29,20
Apr 09 2019 12:00:00,Tue,29,22
Apr 09 2019 13:00:00,Tue,26,30
Apr 09 2019 14:00:00,Tue,34,25
Apr 09 2019 15:00:00,Tue,21,27
Apr 09 2019 16:00:00,Tue,36,26
Apr 09 2019 17:00:00,Tue,33,26
Apr 09 2019 18:00:00,Tue,32,23
Apr 09 2019 19:00:00,Tue,22,26
Apr 09 2019 20:00:00,Tue,33,30
Apr 09 2019 21:00:00,Tue,29,26
Apr 09 2019 22:00:00,Tue,33,20
Apr 09 2019 23:00:00,Tue,26,18
Apr 16 2019 08:00:00,Tue,19,37
Apr 16 2019 09:00:00,Tue,16,29
Apr 16 2019 10:00:00,Tue,13,36
Apr 16 2019 11:00:00,Tue,31,17
Apr 16 2019 12:00:00,Tue,29,20
Apr 16 2019 13:00:00,Tue,33,31
Apr 16 2019 14:00:00,Tue,34,27
Apr 16 2019 15:00:00,Tue,28,30
Apr 16 2019 16:00:00,Tue,32,28
Apr 16 2019 17:00:00,Tue,29,25
Apr 16 2019 18:00:00,Tue,36,21
Apr 16 2019 19:00:00,Tue,20,27
Apr 16 2019 20:00:00,Tue,32,31
Apr 16 2019 21:00:00,Tue,27,26
Apr 16 2019 22:00:00,Tue,34,21
Apr 16 2019 23:00:00,Tue,25,17
Apr 23 2019 08:00:00,Tue,12,35
Apr 23 2019 09:00:00,Tue,19,28
Apr 23 2019 10:00:00,Tue,10,31
Apr 23 2019 11:00:00,Tue,34,21
Apr 23 2019 12:00:00,Tue,29,21
Apr 23 2019 13:00:00,Tue,27,30
Apr 23 2019 14:00:00,Tue,33,27
Apr 23 2019 15:00:00,Tue,22,26
Apr 23 2019 16:00:00,Tue,34,27
Apr 23 2019 17:00:00,Tue,30,26
Apr 23 2019 18:00:00,Tue,32,22
Apr 23 2019 19:00:00,Tue,23,23
Apr 23 2019 20:00:00,Tue,32,29
Apr 23 2019 21:00:00,Tue,26,26
Apr 23 2019 22:00:00,Tue,34,22
Apr 23 2019 23:00:00,Tue,28,19
Apr 30 2019 08:00:00,Tue,19,40
Apr 30 2019 09:00:00,Tue,15,34
Apr 30 2019 10:00:00,Tue,23,28
Apr 30 2019 11:00:00,Tue,29,17
Apr 30 2019 12:00:00,Tue,24,24
Apr 30 2019 13:00:00,Tue,32,28
Apr 30 2019 14:00:00,Tue,22,25
Apr 30 2019 15:00:00,Tue,28,29
Apr 30 2019 16:00:00,Tue,37,25
Apr 30 2019 17:00:00,Tue,25,20
Apr 30 2019 18:00:00,Tue,32,21
Apr 30 2019 19:00:00,Tue,22,23
Apr 30 2019 20:00:00,Tue,35,28
Apr 30 2019 21:00:00,Tue,28,25
Apr 30 2019 22:00:00,Tue,29,21
Apr 30 2019 23:00:00,Tue,18,19
May 07 2019 08:00:00,Tue,16,33
May 07 2019 09:00:00,Tue,12,27
May 07 2019 10:00:00,Tue,15,31
May 07 2019 11:00:00,Tue,22,20
May 07 2019 12:00:00,Tue,25,22
May 07 2019 13:00:00,Tue,27,27
May 07 2019 14:00:00,Tue,30,24
May 07 2019 15:00:00,Tue,18,22
May 07 2019 16:00:00,Tue,35,28
May 07 2019 17:00:00,Tue,26,24
May 07 2019 18:00:00,Tue,27,20
May 07 2019 19:00:00,Tue,28,25
May 07 2019 20:00:00,Tue,31,29
May 07 2019 21:00:00,Tue,24,25
May 07 2019 22:00:00,Tue,35,21
May 07 2019 23:00:00,Tue,25,20
May 14 2019 16:00:00,Tue,31,27
May 14 2019 17:00:00,Tue,32,25
May 14 2019 18:00:00,Tue,32,21
May 14 2019 19:00:00,Tue,26,24
May 14 2019 20:00:00,Tue,24,28
May 14 2019 21:00:00,Tue,26,26
May 14 2019 22:00:00,Tue,34,19
May 14 2019 23:00:00,Tue,25,20
May 21 2019 16:00:00,Tue,34,28
May 21 2019 17:00:00,Tue,24,25
May 21 2019 18:00:00,Tue,36,21
May 21 2019 19:00:00,Tue,22,24
May 21 2019 20:00:00,Tue,26,29
May 21 2019 21:00:00,Tue,24,25
May 21 2019 22:00:00,Tue,37,24
May 21 2019 23:00:00,Tue,23,19
May 28 2019 08:00:00,Tue,13,35
May 28 2019 09:00:00,Tue,17,28
May 28 2019 10:00:00,Tue,14,31
May 28 2019 11:00:00,Tue,29,21
May 28 2019 12:00:00,Tue,23,22
May 28 2019 13:00:00,Tue,31,29
May 28 2019 14:00:00,Tue,26,27
May 28 2019 15:00:00,Tue,22,24
May 28 2019 16:00:00,Tue,30,27
May 28 2019 17:00:00,Tue,31,23
May 28 2019 18:00:00,Tue,30,20
May 28 2019 19:00:00,Tue,27,24
May 28 2019 20:00:00,Tue,32,28
May 28 2019 21:00:00,Tue,23,26
May 28 2019 22:00:00,Tue,32,21
May 28 2019 23:00:00,Tue,28,20
Mar 06 2019 08:00:00,Wed,14,39
Mar 06 2019 09:00:00,Wed,17,36
Mar 06 2019 10:00:00,Wed,15,34
Mar 06 2019 11:00:00,Wed,27,17
Mar 06 2019 12:00:00,Wed,28,19
Mar 06 2019 13:00:00,Wed,31,29
Mar 06 2019 14:00:00,Wed,35,27
Mar 06 2019 15:00:00,Wed,22,25
Mar 06 2019 16:00:00,Wed,33,33
Mar 06 2019 17:00:00,Wed,35,27
Mar 06 2019 18:00:00,Wed,44,25
Mar 06 2019 19:00:00,Wed,35,28
Mar 06 2019 20:00:00,Wed,29,37
Mar 06 2019 21:00:00,Wed,28,32
Mar 06 2019 22:00:00,Wed,36,23
Mar 06 2019 23:00:00,Wed,25,13
Mar 13 2019 08:00:00,Wed,13,41
Mar 13 2019 09:00:00,Wed,17,31
Mar 13 2019 10:00:00,Wed,14,35
Mar 13 2019 11:00:00,Wed,27,16
Mar 13 2019 12:00:00,Wed,32,19
Mar 13 2019 13:00:00,Wed,22,29
Mar 13 2019 14:00:00,Wed,33,26
Mar 13 2019 15:00:00,Wed,25,24
Mar 13 2019 16:00:00,Wed,28,30
Mar 13 2019 17:00:00,Wed,32,22
Mar 13 2019 18:00:00,Wed,38,24
Mar 13 2019 19:00:00,Wed,31,26
Mar 13 2019 20:00:00,Wed,25,33
Mar 13 2019 21:00:00,Wed,23,26
Mar 13 2019 22:00:00,Wed,33,20
Mar 13 2019 23:00:00,Wed,22,13
Mar 20 2019 08:00:00,Wed,13,38
Mar 20 2019 09:00:00,Wed,17,30
Mar 20 2019 10:00:00,Wed,15,32
Mar 20 2019 11:00:00,Wed,26,17
Mar 20 2019 12:00:00,Wed,30,19
Mar 20 2019 13:00:00,Wed,27,39
Mar 20 2019 14:00:00,Wed,34,26
Mar 20 2019 15:00:00,Wed,25,23
Mar 20 2019 16:00:00,Wed,33,27
Mar 20 2019 17:00:00,Wed,37,27
Mar 20 2019 18:00:00,Wed,33,22
Mar 20 2019 19:00:00,Wed,37,26
Mar 20 2019 20:00:00,Wed,23,33
Mar 20 2019 21:00:00,Wed,26,25
Mar 20 2019 22:00:00,Wed,33,18
Mar 20 2019 23:00:00,Wed,20,14
Mar 27 2019 16:00:00,Wed,30,29
Mar 27 2019 17:00:00,Wed,31,23
Mar 27 2019 18:00:00,Wed,40,24
Mar 27 2019 19:00:00,Wed,32,25
Mar 27 2019 20:00:00,Wed,27,31
Mar 27 2019 21:00:00,Wed,23,24
Mar 27 2019 22:00:00,Wed,33,20
Mar 27 2019 23:00:00,Wed,20,13
Apr 03 2019 08:00:00,Wed,12,40
Apr 03 2019 09:00:00,Wed,19,32
Apr 03 2019 10:00:00,Wed,13,31
Apr 03 2019 11:00:00,Wed,28,21
Apr 03 2019 12:00:00,Wed,29,22
Apr 03 2019 13:00:00,Wed,27,29
Apr 03 2019 14:00:00,Wed,29,20
Apr 03 2019 15:00:00,Wed,27,18
Apr 03 2019 16:00:00,Wed,40,30
Apr 03 2019 17:00:00,Wed,30,25
Apr 03 2019 18:00:00,Wed,42,15
Apr 03 2019 19:00:00,Wed,24,27
Apr 03 2019 20:00:00,Wed,29,30
Apr 03 2019 21:00:00,Wed,24,21
Apr 03 2019 22:00:00,Wed,40,18
Apr 03 2019 23:00:00,Wed,17,19
Apr 10 2019 08:00:00,Wed,9,40
Apr 10 2019 09:00:00,Wed,15,31
Apr 10 2019 10:00:00,Wed,16,32
Apr 10 2019 11:00:00,Wed,11,16
Apr 10 2019 12:00:00,Wed,38,14
Apr 10 2019 13:00:00,Wed,36,34
Apr 10 2019 14:00:00,Wed,28,26
Apr 10 2019 15:00:00,Wed,28,23
Apr 10 2019 16:00:00,Wed,35,30
Apr 10 2019 17:00:00,Wed,31,28
Apr 10 2019 18:00:00,Wed,37,17
Apr 10 2019 19:00:00,Wed,26,26
Apr 10 2019 20:00:00,Wed,31,29
Apr 10 2019 21:00:00,Wed,23,25
Apr 10 2019 22:00:00,Wed,39,21
Apr 10 2019 23:00:00,Wed,22,18
Apr 17 2019 08:00:00,Wed,13,39
Apr 17 2019 09:00:00,Wed,15,33
Apr 17 2019 10:00:00,Wed,14,31
Apr 17 2019 11:00:00,Wed,30,22
Apr 17 2019 12:00:00,Wed,31,22
Apr 17 2019 13:00:00,Wed,28,31
Apr 17 2019 14:00:00,Wed,27,25
Apr 17 2019 15:00:00,Wed,30,30
Apr 17 2019 16:00:00,Wed,34,29
Apr 17 2019 17:00:00,Wed,29,30
Apr 17 2019 18:00:00,Wed,47,22
Apr 17 2019 19:00:00,Wed,24,27
Apr 17 2019 20:00:00,Wed,29,30
Apr 17 2019 21:00:00,Wed,26,26
Apr 17 2019 22:00:00,Wed,36,22
Apr 17 2019 23:00:00,Wed,24,21
Apr 24 2019 08:00:00,Wed,12,39
Apr 24 2019 09:00:00,Wed,17,31
Apr 24 2019 10:00:00,Wed,11,30
Apr 24 2019 11:00:00,Wed,29,21
Apr 24 2019 12:00:00,Wed,30,23
Apr 24 2019 13:00:00,Wed,25,32
Apr 24 2019 14:00:00,Wed,28,26
Apr 24 2019 15:00:00,Wed,32,24
May 01 2019 08:00:00,Wed,12,33
May 01 2019 09:00:00,Wed,17,30
May 01 2019 10:00:00,Wed,15,28
May 01 2019 11:00:00,Wed,24,22
May 01 2019 12:00:00,Wed,29,19
May 01 2019 13:00:00,Wed,30,30
May 01 2019 14:00:00,Wed,24,27
May 01 2019 15:00:00,Wed,25,21
May 01 2019 16:00:00,Wed,30,29
May 01 2019 17:00:00,Wed,29,28
May 01 2019 18:00:00,Wed,35,19
May 01 2019 19:00:00,Wed,27,23
May 01 2019 20:00:00,Wed,26,29
May 01 2019 21:00:00,Wed,20,20
May 01 2019 22:00:00,Wed,35,20
May 01 2019 23:00:00,Wed,25,19
May 08 2019 08:00:00,Wed,15,40
May 08 2019 09:00:00,Wed,14,32
May 08 2019 10:00:00,Wed,16,31
May 08 2019 11:00:00,Wed,26,18
May 08 2019 12:00:00,Wed,33,23
May 08 2019 13:00:00,Wed,26,29
May 08 2019 14:00:00,Wed,27,25
May 08 2019 15:00:00,Wed,25,21
May 08 2019 16:00:00,Wed,34,28
May 08 2019 17:00:00,Wed,29,27
May 08 2019 18:00:00,Wed,38,19
May 08 2019 19:00:00,Wed,25,24
May 08 2019 20:00:00,Wed,27,27
May 08 2019 21:00:00,Wed,23,23
May 08 2019 22:00:00,Wed,35,20
May 08 2019 23:00:00,Wed,19,22
May 22 2019 08:00:00,Wed,15,40
May 22 2019 09:00:00,Wed,12,33
May 22 2019 10:00:00,Wed,18,29
May 22 2019 11:00:00,Wed,26,19
May 22 2019 12:00:00,Wed,28,21
May 22 2019 13:00:00,Wed,27,31
May 22 2019 14:00:00,Wed,24,25
May 22 2019 15:00:00,Wed,21,17
